video,encoded_label
MVI_5261.MOV,1
MVI_5261.MOV,1
MVI_5261.MOV,1
MVI_5261.MOV,1
MVI_5261.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5262.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5338.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5339.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_5340.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9293.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9294.MOV,1
MVI_9371.MOV,1
MVI_9371.MOV,1
MVI_9371.MOV,1
MVI_9371.MOV,1
MVI_9371.MOV,1
MVI_9372.MOV,1
MVI_9372.MOV,1
MVI_9372.MOV,1
MVI_9372.MOV,1
MVI_9373.MOV,1
MVI_9373.MOV,1
MVI_9373.MOV,1
MVI_9373.MOV,1
MVI_9373.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9452.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9453.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9537.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9538.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_9539.MOV,1
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5184.MOV,2
MVI_5185.MOV,2
MVI_5185.MOV,2
MVI_5185.MOV,2
MVI_5185.MOV,2
MVI_5185.MOV,2
MVI_5185.MOV,2
MVI_5185.MOV,2
MVI_5185.MOV,2
MVI_5263.MOV,2
MVI_5263.MOV,2
MVI_5263.MOV,2
MVI_5263.MOV,2
MVI_5263.MOV,2
MVI_5263.MOV,2
MVI_5265.MOV,2
MVI_5265.MOV,2
MVI_5265.MOV,2
MVI_5265.MOV,2
MVI_5265.MOV,2
MVI_5342.MOV,2
MVI_5342.MOV,2
MVI_5342.MOV,2
MVI_5342.MOV,2
MVI_5342.MOV,2
MVI_5342.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_5343.MOV,2
MVI_9295.MOV,2
MVI_9295.MOV,2
MVI_9295.MOV,2
MVI_9296.MOV,2
MVI_9296.MOV,2
MVI_9296.MOV,2
MVI_9296.MOV,2
MVI_9296.MOV,2
MVI_9296.MOV,2
MVI_9296.MOV,2
MVI_9297.MOV,2
MVI_9297.MOV,2
MVI_9297.MOV,2
MVI_9297.MOV,2
MVI_9374.MOV,2
MVI_9375.MOV,2
MVI_9376.MOV,2
MVI_9455.MOV,2
MVI_9455.MOV,2
MVI_9455.MOV,2
MVI_9455.MOV,2
MVI_9455.MOV,2
MVI_9455.MOV,2
MVI_9456.MOV,2
MVI_9456.MOV,2
MVI_9456.MOV,2
MVI_9456.MOV,2
MVI_9540.MOV,2
MVI_9540.MOV,2
MVI_9540.MOV,2
MVI_9540.MOV,2
MVI_9540.MOV,2
MVI_9540.MOV,2
MVI_9540.MOV,2
MVI_9540.MOV,2
MVI_9542.MOV,2
MVI_9542.MOV,2
MVI_9542.MOV,2
MVI_9542.MOV,2
MVI_9542.MOV,2
MVI_9542.MOV,2
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9565.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9566.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9567.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9568.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9719.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9721.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9722.MOV,3
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9570.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9571.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9723.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9724.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9725.MOV,4
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9576.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9577.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9578.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9579.MOV,5
MVI_9844.MOV,5
MVI_9844.MOV,5
MVI_9844.MOV,5
MVI_9844.MOV,5
MVI_9844.MOV,5
MVI_9844.MOV,5
MVI_9844.MOV,5
MVI_9844.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9845.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9846.MOV,5
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9580.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9582.MOV,6
MVI_9848.MOV,6
MVI_9848.MOV,6
MVI_9848.MOV,6
MVI_9848.MOV,6
MVI_9848.MOV,6
MVI_9848.MOV,6
MVI_9848.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9849.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9850.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9851.MOV,6
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9584.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9585.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9586.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9587.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9852.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9854.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9855.MOV,7
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
MVI_9573.MOV,4
